id,Title,User name,User Location,District,Participant Count,Men,Women,Children,Date of Discussion,Challenges,Solutions,Author,Organization,Language,Session Created At,Image Urls,PDF Urls,Transcript Link
"3,958",Ground realities: Education challenges and community responses,shweta,"sollepur hoddy, mysuru, karnataka",Mysore,28,,,,2025-08-03,1. The number of rooms in schools is less. | 2. Love marriage in childhood is a problem. | 3. Alcohol addiction among members of the household is a problem. | 4. The unemployment problem at home is a challenge.,1. Building more rooms for the school. | 2. Efforts are being made to reduce love marriages in childhood. | 3. Family members trying to overcome alcohol addiction. | 4. Keeping the environment around the house clean.,120,aipie foundation,en,"August 7, 2025, 12:30 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/3958/1754550580-IMG_20250802_182730.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/3958/1754550531-IMG_20250802_182730.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/3958/1754550551-IMG_20250802_182715.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/3958/1754550567-IMG_20250802_182715.JPG,https://mohini-static.shikshalokam.org/chatbot/storymedia/3958/ನಲದ_ವಸತವಗಳ_ಶಕಷಣದ_ಸವಲಗಳ_ಮತತ_ಸಮದಯದ_ಪರತಕರಯಗಳ.pdf,8opn01xelienwp58y76ydd91z8mbyxhh
"3,959",Ground realities: Education challenges and community responses,shweta,"motta hoddy, mysuru, karnataka",Mysore,32,,,,2025-08-04,"1. If a family member falls victim to alcohol addiction, it affects the children's education. | 2. The cleanliness of school toilets is a major concern for students. | 3. Love marriages that take place in childhood are a social problem that needs to be addressed.",1. Trying to reduce the drinking habits of family members to create a better home environment for children. | 2. Maintaining the cleanliness of the school toilet to provide a healthy and hygienic place for students. | 3. Reducing love marriages in childhood through awareness and education to promote healthy relationships and focus on education.,120,aipie foundation,en,"August 7, 2025, 12:42 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/3959/1754551156-IMG_20250807_121215.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/3959/1754551129-IMG_20250807_121215.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/3959/1754551144-IMG_20250807_121215.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/3959/1754551169-IMG_20250807_121215.JPG,https://mohini-static.shikshalokam.org/chatbot/storymedia/3959/ನಲದ_ವಸತವಗಳ_ಶಕಷಣದ_ಸವಲಗಳ_ಮತತ_ಸಮದಯದ_ಪರತಕರಯಗಳ.pdf,haj1e0f9yojvd0an6u3w3gdop1vj2p20
"3,960",Ground realities: Education challenges and community responses,shweta,"aralikatte hoddy, mysuru, karnataka",Mysore,28,,,,2025-08-05,1. The community is concerned about the environment surrounding the school. | 2. School toilet cleanliness is a major problem. | 3. Love marriage is a problem in childhood. | 4. Unemployment at home is a significant challenge.,1. Informing the community about keeping the environment around the school clean. | 2. Preventing love marriage in childhood | 3. Making job cards for some members of the household and helping them find work.,120,aipi aii foundation,en,"August 7, 2025, 12:53 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/3960/1754551856-IMG_20250807_125218.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/3960/1754551903-IMG_20250807_125250.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/3960/1754551887-IMG_20250807_125218.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/3960/1754551870-IMG_20250807_125250.JPG,https://mohini-static.shikshalokam.org/chatbot/storymedia/3960/ನಲದ_ವಸತವಗಳ_ಶಕಷಣದ_ಸವಲಗಳ_ಮತತ_ಸಮದಯದ_ಪರತಕರಯಗಳ.pdf,irym7l6defu4x8zk7dp3f0y3c9dbyorj
"4,058",Infrastructure Challenges in Rural Schools,Ganesha,"Somvarpet, Kodagu, Karnataka",Kodagu,76,,,,2025-08-07,1. Less number of teachers,1. New recruitments of teachers,120,Coffee Federation,en,"August 18, 2025, 12:44 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/4058/Infrastructure_Challenges_in_Rural_Schools.pdf,aui9uln2d4ajvjpvqtj9z7afaruiv7fj
"4,061",Ground Realities: Education Challenges and Community Responses,Samwni,Bangalore,Bengaluru,25,,,,2025-04-12,1. No playground,1. Buying new land,120,Vani,en,"August 18, 2025, 1:05 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/4061/Ground_Realities_Education_Challenges_and_Community_Responses.pdf,es9oxf53m4dus61pkdw9n6q86bqckiut
"4,079",Addressing education challenges through community awareness and infrastructure improvement,ashwini,"g g coloney, mysuru, karnataka",Mysore,16,,,,2025-08-15,"1. Child marriage is a significant problem that affects children's education, leading to early school leaving and limiting their future opportunities. | 2. The cleanliness of school toilets is a major concern as it affects the health and well-being of students. | 3. The environment surrounding the school is a challenge as it affects the overall learning experience and safety of students.","1. Explaining the problems caused by child marriage helps raise awareness and prevent child marriages, thereby supporting children's education. | 2. Educating students about maintaining school toilet cleanliness can improve their health and well-being. | 3. Keeping the school surroundings clean can enhance the overall learning experience and safety of students.",120,aipie foundation,en,"August 18, 2025, 9:59 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/4079/1755535213-IMG_20250818_215720.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/4079/1755535127-IMG_20250818_215720.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/4079/1755535163-IMG_20250818_215720.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/4079/1755535190-IMG_20250818_215720.JPG,https://mohini-static.shikshalokam.org/chatbot/storymedia/4079/ಸಮದಯ_ಜಗತ_ಮತತ_ಮಲಸಕರಯ_ಸಧರಣಯ_ಮಲಕ_ಶಕಷಣದ_ಸವಲಗಳನನ_ಎದರಸವದ.pdf,8vnnxnbwedrqh6hyfugxlyzq3mryv3rt
"4,081",Addressing unemployment and social issues through community initiatives,ashwini,"devarajnagar, mysuru, karnataka",Mysore,56,,,,2025-08-12,"1. The community is facing the problem of unemployment at home, which is affecting the livelihoods of its members and their ability to support their families. | 2. Love marriage in childhood is causing problems, including social and emotional problems for the individuals involved and their families.","1. To solve the unemployment problem and improve the economic well-being of the community, preparing employment cards for some members of the household and helping them find work. | 2. Prohibiting the sale of alcohol in the city to reduce the negative effects of alcohol consumption on individuals and families.",120,AIPie Foundation,en,"August 18, 2025, 10:19 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/4081/1755536247-IMG_20250818_221518.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/4081/1755536291-IMG_20250818_221518.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/4081/1755536264-IMG_20250818_221518.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/4081/1755536276-IMG_20250818_221518.JPG,https://mohini-static.shikshalokam.org/chatbot/storymedia/4081/ಸಮದಯ_ಉಪಕರಮಗಳ_ಮಲಕ_ನರದಯಗ_ಮತತ_ಸಮಜಕ_ಸಮಸಯಗಳನನ_ಪರಹರಸವದ.pdf,ldbdg1kwa5jztq2eo7b15g03e4garlt1
"4,096",Ground realities: Education challenges and community responses,ashwini,"goolikatte, mysuru, karnataka",Mysore,52,,,,2025-08-16,1. The community is concerned about the learning progress of children. | 2. Children are using mobile phones excessively. | 3. The environment around the school is not clean.,1. Parents frequently visit the school to check on their children's learning progress. | 2. Children should be prevented from using mobile phones too much. | 3. The environment around the school should be kept clean.,120,aipie foundation,en,"August 19, 2025, 2:32 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/4096/1755594543-IMG_20250819_142957.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/4096/1755594582-IMG_20250819_142957.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/4096/1755594563-IMG_20250819_142957.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/4096/1755594606-IMG_20250819_142957.JPG,https://mohini-static.shikshalokam.org/chatbot/storymedia/4096/ನಲದ_ವಸತವಗಳ_ಶಕಷಣದ_ಸವಲಗಳ_ಮತತ_ಸಮದಯದ_ಪರತಕರಯಗಳ.pdf,srup6rpbri8mknqt2elrfhsezhe5h151
"4,107","Challenges in Education and Community Development in Bharathipura, Mysore, Karnataka",ashwini,"bharatipur, mysuru, karnataka",Mysore,21,,,,2025-08-15,"1. The community is facing problems with school toilet cleanliness, which affects the health and well-being of students. | 2. Financial problems at home hinder families' ability to support their children's education. | 3. Child marriage is a significant concern, as it can lead to girls dropping out of school early and limit their future opportunities.",1. Keeping school toilets clean is essential to maintaining a healthy environment for students. | 2. Creating job cards for household members and helping them find work can reduce financial burdens and support education. | 3. Explaining the problems caused by child marriage can raise awareness and encourage community members to take action against the practice.,120,aipie foundation,en,"August 19, 2025, 10:16 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/4107/1755622447-IMG_20250819_221514.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/4107/1755622390-IMG_20250819_221514.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/4107/1755622466-IMG_20250819_221514.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/4107/1755622410-IMG_20250819_221514.JPG,https://mohini-static.shikshalokam.org/chatbot/storymedia/4107/ಕರನಟಕದ_ಮಸರನ_ಭರತಪರದಲಲ_ಶಕಷಣ_ಮತತ_ಸಮದಯ_ಅಭವದಧಯಲಲನ_ಸವಲಗಳ.pdf,91rzqu5tndm44dsk23b1stx3qrit132j
"4,108",Ground realities: Education challenges and community responses,ashwini,"shareef coloney, mysuru, karnataka",Mysore,38,,,,2025-08-13,1. Children are becoming addicted to online games. | 2. Unemployment is a significant problem at home. | 3. The environment around the house is not clean.,1. Keeping children away from online games and mobile phones | 2. Making employment cards for some members of the household. | 3. Keeping the environment around the house clean,120,aipie foundation,en,"August 19, 2025, 10:32 PM",https://mohini-static.shikshalokam.org/chatbot/storymedia/4108/1755623415-IMG_20250819_223024.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/4108/1755623379-IMG_20250819_223024.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/4108/1755623404-IMG_20250819_223002.JPG | https://mohini-static.shikshalokam.org/chatbot/storymedia/4108/1755623393-IMG_20250819_223002.JPG,https://mohini-static.shikshalokam.org/chatbot/storymedia/4108/ನಲದ_ವಸತವಗಳ_ಶಕಷಣದ_ಸವಲಗಳ_ಮತತ_ಸಮದಯದ_ಪರತಕರಯಗಳ.pdf,xzijask281jek9rsq6n01cwlgt8hgrdg
"4,128",Solving education challenges in Kannali village,purnima,"kannali, mandya, karnataka",Mandya,40,,,,2025-07-19,1. The shortage of language-specific teachers affects the quality of education. | 2. Lack of playgrounds hinders the overall development of children. | 3. Children from immigrant families are out of school for various reasons.,"1. To address the shortage of teachers, steps will be taken to find local donors and hire subject-wise teachers. | 2. Since there is no government vacant land near the school, cooperation from locals will be sought to find an alternative solution for the playground. | 3. After the remaining 3 children from migrant families who have dropped out of school are enrolled in school, steps will be taken to enroll them in school.",120,vii help grameena mattu nagaraabhivruddhi samsthe mandya,en,"August 22, 2025, 11:22 AM",https://mohini-static.shikshalokam.org/chatbot/storymedia/4128/1755844428-1000805759.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/4128/1755843414-1000889231.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/4128/1755843622-1000889232.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/4128/1755844512-1000911343.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/4128/1755843803-1000889304.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/4128/1755844641-1000889337.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/4128/1755844038-1000889195.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/4128/ಕನನಲ_ಗರಮದಲಲ_ಶಕಷಣ_ಸವಲಗಳನನ_ಪರಹರಸವದ.pdf,qm4kw2f5x1yiwikws7bx4hjt3na5oojh
"4,133",Ground realities: Education challenges and community responses,bhagyamma keey,"soonagahalli, mandya, karnataka",Mandya,70,,,,2025-03-07,1. The floor needs to be repaired. | 2. Further development is needed. | 3. Learning English is necessary.,"1. They would go back to school and identify the problems, note them down, discuss them again with the relevant people, and then write a letter. | 2. I need to make another hut.",120,padi samsthe,en,"August 22, 2025, 1:37 PM",,https://mohini-static.shikshalokam.org/chatbot/storymedia/4133/ನಲದ_ವಸತವಗಳ_ಶಕಷಣದ_ಸವಲಗಳ_ಮತತ_ಸಮದಯದ_ಪರತಕರಯಗಳ.pdf,a5lqfc7fis3d09qff86vyapopphls1mi
"4,180","Infrastructure and Educational Challenges in Mallayanadoddi, Mandya District, Karnataka",Rajini,"Mallayanadoddi, Mandya, Karnataka",Mandya,40,,,,2025-07-16,1. Children's strength is very less | 2. Availability of Primary school only | 3. No play ground available in the school | 4. Children's need Tuitions after school | 5. High school children have to walk on railway track to reach the school,1. Discussed the problems with Grama Panchayathi Peoples for the allotment of play ground & to find out any alternative way other then railway track for high school | 2. Appointed BA.D teacher to conduct evening tuitions | 3. Door to Door campaigns for motivating parents for children's admissions,120,NGO,en,"August 25, 2025, 11:40 AM",https://mohini-static.shikshalokam.org/chatbot/storymedia/4180/1756104422-IMG-20250825-WA0016.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/4180/1756104429-WhatsApp Image 2025-08-25 at 11.22.51_7c37ed11.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/4180/1756104451-WhatsApp Image 2025-08-25 at 11.22.52_c7324935.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/4180/1756104437-WhatsApp Image 2025-08-25 at 11.22.51_a718489f.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/4180/1756104445-WhatsApp Image 2025-08-25 at 11.22.52_834bbefa.jpg | https://mohini-static.shikshalokam.org/chatbot/storymedia/4180/1756104459-WhatsApp Image 2025-08-25 at 11.22.53_e8a17d57.jpg,https://mohini-static.shikshalokam.org/chatbot/storymedia/4180/Infrastructure_and_Educational_Challenges_in_Mallayanadoddi_Mandya_District_Karnataka.pdf,o5dyrly82sqmsr5ekomc880xvp819s26
